Index Name ,Date ,P/E ,P/B ,Div Yield% 
NIFTY BANK,09-MAR-2023,16,2.72,0.69
NIFTY BANK,10-MAR-2023,15.7,2.67,0.7
NIFTY BANK,13-MAR-2023,15.34,2.61,0.72
NIFTY BANK,14-MAR-2023,15.28,2.6,0.72
NIFTY BANK,15-MAR-2023,15.15,2.57,0.73
NIFTY BANK,16-MAR-2023,15.18,2.58,0.73
NIFTY BANK,17-MAR-2023,15.36,2.61,0.72
NIFTY BANK,20-MAR-2023,15.27,2.59,0.72
NIFTY BANK,21-MAR-2023,15.47,2.63,0.71
NIFTY BANK,22-MAR-2023,15.51,2.64,0.71
NIFTY BANK,23-MAR-2023,15.36,2.61,0.72
NIFTY BANK,24-MAR-2023,15.28,2.6,0.72
NIFTY BANK,27-MAR-2023,15.29,2.6,0.72
NIFTY BANK,28-MAR-2023,15.35,2.61,0.72
NIFTY BANK,29-MAR-2023,15.48,2.63,0.71
NIFTY BANK,31-MAR-2023,15.56,2.63,0.71
NIFTY BANK,03-APR-2023,15.64,2.64,0.7
NIFTY BANK,05-APR-2023,15.71,2.66,0.7
NIFTY BANK,06-APR-2023,15.73,2.66,0.7
NIFTY BANK,10-APR-2023,15.65,2.65,0.7
NIFTY BANK,11-APR-2023,15.85,2.68,0.69
NIFTY BANK,12-APR-2023,15.93,2.69,0.69
NIFTY BANK,13-APR-2023,16.15,2.73,0.68
NIFTY BANK,17-APR-2023,16.2,2.74,0.68
NIFTY BANK,18-APR-2023,16.03,2.74,0.68
NIFTY BANK,19-APR-2023,15.99,2.73,0.68
NIFTY BANK,20-APR-2023,16.03,2.74,0.68
NIFTY BANK,21-APR-2023,15.98,2.73,0.68
NIFTY BANK,24-APR-2023,16.17,2.76,0.67
NIFTY BANK,25-APR-2023,15.98,2.77,0.67
NIFTY BANK,26-APR-2023,15.92,2.78,0.67
NIFTY BANK,27-APR-2023,15.97,2.79,0.67
NIFTY BANK,28-APR-2023,16.07,2.81,0.66
NIFTY BANK,02-MAY-2023,16.12,2.81,0.66
NIFTY BANK,03-MAY-2023,16.96,2.81,0.66
NIFTY BANK,04-MAY-2023,17.11,2.84,0.66
NIFTY BANK,05-MAY-2023,16.71,2.77,0.67
NIFTY BANK,08-MAY-2023,16.95,2.81,0.66
NIFTY BANK,09-MAY-2023,16.83,2.8,0.66
NIFTY BANK,10-MAY-2023,16.88,2.81,0.66
NIFTY BANK,11-MAY-2023,16.94,2.82,0.66
NIFTY BANK,12-MAY-2023,17.06,2.84,0.41
NIFTY BANK,15-MAY-2023,17.17,2.86,0.41
NIFTY BANK,16-MAY-2023,17.11,2.85,0.71
NIFTY BANK,17-MAY-2023,17.03,2.84,0.71
NIFTY BANK,18-MAY-2023,16.77,2.84,0.71
NIFTY BANK,19-MAY-2023,16.86,2.85,0.71
NIFTY BANK,22-MAY-2023,16.35,2.85,0.71
NIFTY BANK,23-MAY-2023,16.4,2.85,0.71
NIFTY BANK,24-MAY-2023,16.29,2.84,0.71
NIFTY BANK,25-MAY-2023,16.3,2.84,0.59
NIFTY BANK,26-MAY-2023,16.42,2.86,0.58
NIFTY BANK,29-MAY-2023,16.53,2.88,0.58
NIFTY BANK,30-MAY-2023,16.58,2.88,0.58
NIFTY BANK,31-MAY-2023,16.46,2.86,0.78
NIFTY BANK,01-JUN-2023,16.34,2.84,0.79
NIFTY BANK,02-JUN-2023,16.39,2.85,0.86
NIFTY BANK,05-JUN-2023,16.45,2.86,0.86
NIFTY BANK,06-JUN-2023,16.48,2.87,0.86
NIFTY BANK,07-JUN-2023,16.52,2.87,0.85
NIFTY BANK,08-JUN-2023,16.41,2.86,0.86
NIFTY BANK,09-JUN-2023,16.41,2.86,0.86
NIFTY BANK,12-JUN-2023,16.39,2.85,0.86
NIFTY BANK,13-JUN-2023,16.44,2.86,0.86
NIFTY BANK,14-JUN-2023,16.41,2.86,0.86
NIFTY BANK,15-JUN-2023,16.21,2.82,0.87
NIFTY BANK,16-JUN-2023,16.39,2.85,0.86
NIFTY BANK,19-JUN-2023,16.28,2.83,0.82
NIFTY BANK,20-JUN-2023,16.33,2.84,0.82
NIFTY BANK,21-JUN-2023,16.36,2.85,0.82
NIFTY BANK,22-JUN-2023,16.31,2.84,0.8
NIFTY BANK,23-JUN-2023,16.27,2.83,0.82
NIFTY BANK,26-JUN-2023,16.28,2.83,0.82
NIFTY BANK,27-JUN-2023,16.46,2.86,0.81
NIFTY BANK,28-JUN-2023,16.54,2.88,0.81
NIFTY BANK,30-JUN-2023,16.81,2.96,0.88
NIFTY BANK,03-JUL-2023,16.97,2.99,0.87
NIFTY BANK,04-JUL-2023,17.02,3,0.87
NIFTY BANK,05-JUL-2023,16.97,2.99,0.87
NIFTY BANK,06-JUL-2023,17.04,3,0.87
NIFTY BANK,07-JUL-2023,16.88,2.97,0.87
NIFTY BANK,10-JUL-2023,16.86,2.97,0.87
NIFTY BANK,11-JUL-2023,16.81,2.96,0.88
NIFTY BANK,12-JUL-2023,16.77,2.95,0.88
NIFTY BANK,13-JUL-2023,18.01,3.14,0.8
NIFTY BANK,14-JUL-2023,18.08,3.15,0.8
NIFTY BANK,17-JUL-2023,18.27,3.19,0.79
NIFTY BANK,18-JUL-2023,18.27,3.19,0.79
NIFTY BANK,19-JUL-2023,18.16,3.21,0.76
NIFTY BANK,20-JUL-2023,18.27,3.24,0.75
NIFTY BANK,21-JUL-2023,18.23,3.24,0.75
NIFTY BANK,24-JUL-2023,18.16,3.23,0.76
NIFTY BANK,25-JUL-2023,17.64,3.18,0.76
NIFTY BANK,26-JUL-2023,17.72,3.19,0.75
NIFTY BANK,27-JUL-2023,17.57,3.17,0.76
NIFTY BANK,28-JUL-2023,17.26,3.15,0.76
NIFTY BANK,31-JUL-2023,17.37,3.17,0.76
NIFTY BANK,01-AUG-2023,17.35,3.17,0.76
NIFTY BANK,02-AUG-2023,17.1,3.05,0.77
NIFTY BANK,03-AUG-2023,16.91,3.02,0.78
NIFTY BANK,04-AUG-2023,17.05,3.04,0.78
NIFTY BANK,09-AUG-2023,16.86,3.04,0.85
NIFTY BANK,10-AUG-2023,16.73,3.02,0.86
NIFTY BANK,14-AUG-2023,16.56,2.99,0.85
NIFTY BANK,16-AUG-2023,16.51,2.95,0.85
NIFTY BANK,16-AUG-2023,16.51,2.95,0.85
NIFTY BANK,16-AUG-2023,16.51,2.95,0.85
NIFTY BANK,17-AUG-2023,16.49,2.95,0.85
NIFTY BANK,18-AUG-2023,16.47,2.94,0.85
NIFTY BANK,21-AUG-2023,16.53,2.95,0.85
NIFTY BANK,22-AUG-2023,15.97,2.86,0.85
NIFTY BANK,23-AUG-2023,16.15,2.89,0.84
NIFTY BANK,24-AUG-2023,16.15,2.79,0.84
NIFTY BANK,25-AUG-2023,16.06,2.77,0.84
NIFTY BANK,28-AUG-2023,16.15,2.78,0.84
NIFTY BANK,29-AUG-2023,16.15,2.75,0.84
NIFTY BANK,30-AUG-2023,16.06,2.73,0.84
NIFTY BANK,31-AUG-2023,15.97,2.72,0.85
NIFTY BANK,01-SEP-2023,16.13,2.74,0.84
NIFTY BANK,04-SEP-2023,16.18,2.75,0.84
NIFTY BANK,05-SEP-2023,16.17,2.75,0.84
NIFTY BANK,06-SEP-2023,16.12,2.74,0.84
NIFTY BANK,07-SEP-2023,16.29,2.77,0.83
NIFTY BANK,08-SEP-2023,16.39,2.79,0.83
NIFTY BANK,11-SEP-2023,16.54,2.81,0.82
NIFTY BANK,12-SEP-2023,16.52,2.81,0.82
NIFTY BANK,13-SEP-2023,16.67,2.83,0.81
NIFTY BANK,14-SEP-2023,16.7,2.84,0.81
NIFTY BANK,15-SEP-2023,16.78,2.82,0.81
NIFTY BANK,18-SEP-2023,16.69,2.8,0.81
NIFTY BANK,20-SEP-2023,16.48,2.77,0.82
NIFTY BANK,21-SEP-2023,16.2,2.72,0.84
NIFTY BANK,22-SEP-2023,16.2,2.72,0.84
NIFTY BANK,25-SEP-2023,16.25,2.73,0.83
NIFTY BANK,26-SEP-2023,16.2,2.72,0.84
NIFTY BANK,27-SEP-2023,16.19,2.72,0.84
NIFTY BANK,28-SEP-2023,16.08,2.7,0.84
NIFTY BANK,29-SEP-2023,16.39,2.59,0.83
NIFTY BANK,03-OCT-2023,16.33,2.58,0.84
NIFTY BANK,04-OCT-2023,16.17,2.55,0.84
NIFTY BANK,05-OCT-2023,16.26,2.57,0.84
NIFTY BANK,06-OCT-2023,16.31,2.58,0.84
NIFTY BANK,09-OCT-2023,16.14,2.55,0.85
NIFTY BANK,10-OCT-2023,16.31,2.58,0.84
NIFTY BANK,11-OCT-2023,16.37,2.59,0.83
NIFTY BANK,12-OCT-2023,16.4,2.59,0.83
NIFTY BANK,12-OCT-2023,16.4,2.59,0.83
NIFTY BANK,13-OCT-2023,16.28,2.57,0.84
NIFTY BANK,16-OCT-2023,16.26,2.57,0.84
NIFTY BANK,17-OCT-2023,16.33,2.58,0.84
NIFTY BANK,18-OCT-2023,15.7,2.55,0.85
NIFTY BANK,19-OCT-2023,15.55,2.54,0.85
NIFTY BANK,20-OCT-2023,15.54,2.54,0.85
NIFTY BANK,23-OCT-2023,15.34,2.51,0.86
NIFTY BANK,25-OCT-2023,14.92,2.49,0.87
NIFTY BANK,26-OCT-2023,14.73,2.46,0.88
NIFTY BANK,27-OCT-2023,14.86,2.49,0.87
NIFTY BANK,30-OCT-2023,14.89,2.5,0.86
NIFTY BANK,31-OCT-2023,14.8,2.49,0.87
NIFTY BANK,01-NOV-2023,14.75,2.48,0.87
NIFTY BANK,02-NOV-2023,14.86,2.5,0.86
NIFTY BANK,03-NOV-2023,14.97,2.52,0.86
NIFTY BANK,06-NOV-2023,15.07,2.53,0.85
NIFTY BANK,07-NOV-2023,15,2.54,0.85
NIFTY BANK,08-NOV-2023,14.97,2.54,0.85
NIFTY BANK,09-NOV-2023,14.98,2.54,0.85
NIFTY BANK,10-NOV-2023,15.03,2.55,0.85
NIFTY BANK,12-NOV-2023,15.09,2.56,0.84
NIFTY BANK,13-NOV-2023,15.05,2.55,0.85
NIFTY BANK,15-NOV-2023,15.16,2.57,0.84
NIFTY BANK,16-NOV-2023,15.14,2.57,0.84
NIFTY BANK,17-NOV-2023,14.94,2.53,0.85
NIFTY BANK,20-NOV-2023,14.94,2.53,0.85
NIFTY BANK,21-NOV-2023,14.98,2.54,0.85
NIFTY BANK,22-NOV-2023,14.9,2.52,0.85
NIFTY BANK,23-NOV-2023,14.94,2.53,0.85
NIFTY BANK,24-NOV-2023,15.01,2.54,0.85
NIFTY BANK,28-NOV-2023,15.05,2.55,0.85
NIFTY BANK,29-NOV-2023,15.28,2.59,0.83
NIFTY BANK,30-NOV-2023,15.25,2.58,0.83
NIFTY BANK,01-DEC-2023,15.37,2.6,0.83
NIFTY BANK,04-DEC-2023,15.92,2.7,0.8
NIFTY BANK,05-DEC-2023,16.12,2.73,0.79
NIFTY BANK,06-DEC-2023,16.06,2.72,0.79
NIFTY BANK,07-DEC-2023,16.06,2.72,0.79
NIFTY BANK,08-DEC-2023,16.21,2.75,0.79
NIFTY BANK,11-DEC-2023,16.22,2.75,0.78
NIFTY BANK,12-DEC-2023,16.15,2.74,0.79
NIFTY BANK,13-DEC-2023,16.15,2.74,0.79
NIFTY BANK,14-DEC-2023,16.37,2.77,0.78
NIFTY BANK,15-DEC-2023,16.51,2.8,0.77
NIFTY BANK,18-DEC-2023,16.41,2.78,0.78
NIFTY BANK,19-DEC-2023,16.41,2.78,0.78
NIFTY BANK,20-DEC-2023,16.27,2.76,0.78
NIFTY BANK,21-DEC-2023,16.4,2.78,0.78
NIFTY BANK,22-DEC-2023,16.28,2.76,0.78
NIFTY BANK,26-DEC-2023,16.36,2.77,0.78
NIFTY BANK,27-DEC-2023,16.56,2.81,0.77
NIFTY BANK,28-DEC-2023,16.63,2.82,0.77
NIFTY BANK,29-DEC-2023,16.6,2.81,0.76
